Entry Date,Faculty,Publication Type,Year,Title,Role,Affiliation,Status,Reference,Theme,,,,,,,,,,,,,,,,
2022-04-25,Khan Zada,Article,2014,Early childhood teacher education in Pakistan: time for action. International Journal of Early Years Education.,Main Author,IED,Published,"Zada, K. (2014). Early childhood teacher education in Pakistan: time for action. International Journal of Early Years Education. International Journal of Early Years Education. Retrieved from http://dx.doi.org/10.1080/09669760.2014.944886.",,,,,,,,,,,,,,,,,
2022-04-25,Qutbi Alam,Article,2013,Improving English Oral Communication Skills of Pakistan Public School’s Students.,Main Author,External,Published,"Alam, Q., & Bashiruddin, A. (2013). Improving English Oral Communication Skills of Pakistan Public School’s Students. International Journal of English Language Teaching Vol.1, No 2, pp. 17-36",,,,,,,,,,,,,,,,,
2022-04-25,Ayesha Bashiruddin,Article,2013,Improving English Oral Communication Skills of Pakistan Public School’s Students.,Secondary Author,IED,Published,"Alam, Q., & Bashiruddin, A. (2013). Improving English Oral Communication Skills of Pakistan Public School’s Students. International Journal of English Language Teaching Vol.1, No 2, pp. 17-37",,,,,,,,,,,,,,,,,
2022-04-25,Ayesha Bashiruddin,Article,2013,Reflections on translating qualitative research data: Experiences from Pakistan,Main Author,IED,Published,"Bashiruddin, A. (2013) Reflections on translating qualitative research data: Experiences from Pakistan in International Journal of Applied Linguistics. 23/3, 357- 367",,,,,,,,,,,,,,,,,
2022-04-25,Shanaz Hussein Cassum,Article,2013,"Multidimensionality of critical thinking: A holistic perspective from multidisciplinary educators in Karachi, Pakistan.",Main Author,External,Published,"Cassum, S. H, Profetto-McGrath, J., Gul, R.B. Ashraf, D., & Kauserali S. (2013). Multidimensionality of critical thinking: A holistic perspective from multidisciplinary educators in Karachi, Pakistan. Journal of Nursing Education and Practice, 3(7), 9-23.",,,,,,,,,,,,,,,,,
2022-04-25,Joanne Profetto,Article,2013,"Multidimensionality of critical thinking: A holistic perspective from multidisciplinary educators in Karachi, Pakistan.",Secondary Author,External,Published,"Cassum, S. H, Profetto-McGrath, J., Gul, R.B. Ashraf, D., & Kauserali S. (2013). Multidimensionality of critical thinking: A holistic perspective from multidisciplinary educators in Karachi, Pakistan. Journal of Nursing Education and Practice, 3(7), 9-23.",,,,,,,,,,,,,,,,,
2022-04-25,Raisa Begum Gul,Article,2013,"Multidimensionality of critical thinking: A holistic perspective from multidisciplinary educators in Karachi, Pakistan.",Secondary Author,External,Published,"Cassum, S. H, Profetto-McGrath, J., Gul, R.B. Ashraf, D., & Kauserali S. (2013). Multidimensionality of critical thinking: A holistic perspective from multidisciplinary educators in Karachi, Pakistan. Journal of Nursing Education and Practice, 3(7), 9-23.",,,,,,,,,,,,,,,,,
2022-04-25,Dilshad Ashraf,Article,2013,"Multidimensionality of critical thinking: A holistic perspective from multidisciplinary educators in Karachi, Pakistan.",Secondary Author,IED,Published,"Cassum, S. H, Profetto-McGrath, J., Gul, R.B. Ashraf, D., & Kauserali S. (2013). Multidimensionality of critical thinking: A holistic perspective from multidisciplinary educators in Karachi, Pakistan. Journal of Nursing Education and Practice, 3(7), 9-23.",,,,,,,,,,,,,,,,,
2022-04-25,Kauserali Syeda,Article,2013,"Multidimensionality of critical thinking: A holistic perspective from multidisciplinary educators in Karachi, Pakistan.",Secondary Author,External,Published,"Cassum, S. H, Profetto-McGrath, J., Gul, R.B. Ashraf, D., & Kauserali S. (2013). Multidimensionality of critical thinking: A holistic perspective from multidisciplinary educators in Karachi, Pakistan. Journal of Nursing Education and Practice, 3(7), 9-23.",,,,,,,,,,,,,,,,,
2022-04-25,Alan J. DeYoung,Article,2013,Creating and contesting the meanings of place and community the Ylay Talaa valley of Kyrgyzstan.,Main Author,IED,Published,"DeYoung, A., Joldoshalieva, R., & Joldoshalieva, U. (2013). Creating and contesting the meanings of place and community the Ylay Talaa valley of Kyrgyzstan. Central Asian Survey 2013. Vol. 32, No. 2, pp. 161–174.",,,,,,,,,,,,,,,,,
2022-04-25,Rahat Joldoshalieva,Article,2013,Creating and contesting the meanings of place and community the Ylay Talaa valley of Kyrgyzstan.,Secondary Author,External,Published,"DeYoung, A., Joldoshalieva, R., & Joldoshalieva, U. (2013). Creating and contesting the meanings of place and community the Ylay Talaa valley of Kyrgyzstan. Central Asian Survey 2013. Vol. 32, No. 2, pp. 161–174.",,,,,,,,,,,,,,,,,
2022-04-25,Umut Zholdoshalieva,Article,2013,Creating and contesting the meanings of place and community the Ylay Talaa valley of Kyrgyzstan.,Secondary Author,External,Published,"DeYoung, A., Joldoshalieva, R., & Joldoshalieva, U. (2013). Creating and contesting the meanings of place and community the Ylay Talaa valley of Kyrgyzstan. Central Asian Survey 2013. Vol. 32, No. 2, pp. 161–174.",,,,,,,,,,,,,,,,,
2022-04-25,Takbir Ali,Article,2012,A Case Study of the Common Difficulties Experienced by High School Students in Chemistry Classroom in Gilgit-Baltistan (Pakistan).,Main Author,IED,Published,"Ali, T. (2012). A Case Study of the Common Difficulties Experienced by High School Students in Chemistry Classroom in Gilgit-Baltistan (Pakistan). SAGE Open 1-13 retrieved from www.sgo.sagepub.com",,,,,,,,,,,,,,,,,
2022-04-25,Takbir Ali,Article,2012,Understanding how improvement-oriented high school teachers pursue curriculum adaption in high schools in Gilgit-Baltistan.,Main Author,IED,Published,"Ali. T. (2012). Understanding how improvement-oriented high school teachers pursue curriculum adaption in high schools in Gilgit-Baltistan. International Journal of Arts and Humanities, University of Sindh.",,,,,,,,,,,,,,,,,
2022-04-25,Nelofar Halai,Article,2012,Developing understanding of innovative strategies of teaching science through action research: A qualitative meta-synthesis from Pakistan.,Main Author,IED,Published,"Halai, N. (2012) Developing understanding of innovative strategies of teaching science through action research: A qualitative meta-synthesis from Pakistan. International Journal of Science and Mathematics Education. Volume 10, Number 2 (2012), pp. 387-415.",,,,,,,,,,,,,,,,,
2022-04-25,Abdul Khaliq Khan,Article,2012,"The influence of school type on students’ attitudes towards Mathematics in Quetta, Pakistan",Main Author,External,Published,"Khaliq, A., and Rodrigues, S. (2012). The influence of school type on students’ attitudes towards Mathematics in Quetta, Pakistan Journal of Research and Reflections in Education. Vol. 6, Issue No.2, (December 2012) pp. 95-103",,,,,,,,,,,,,,,,,
2022-04-25,Sherwin Rodrigues,Article,2012,"The influence of school type on students’ attitudes towards Mathematics in Quetta, Pakistan",Secondary Author,IED,Published,"Khaliq, A., and Rodrigues, S. (2012). The influence of school type on students’ attitudes towards Mathematics in Quetta, Pakistan Journal of Research and Reflections in Education. Vol. 6, Issue No.2, (December 2012) pp. 95-104",,,,,,,,,,,,,,,,,
2022-04-25,Nahid Parween Anwar,Article,2012,Enhancing Content Knowledge of In-service Science Teacher through Model and Modelling.,Main Author,IED,Published,"Parveen, N., & Bhutta, S. (2012). Enhancing Content Knowledge of In-service Science Teacher through Model and Modelling. Journal of Research and Reflection in Education. Vol.6 No.1, pp. 77-93.",,,,,,,,,,,,,,,,,
2022-04-25,Sadia Muzaffar Bhutta,Article,2012,Enhancing Content Knowledge of In-service Science Teacher through Model and Modelling.,Secondary Author,IED,Published,"Parveen, N., & Bhutta, S. (2012). Enhancing Content Knowledge of In-service Science Teacher through Model and Modelling. Journal of Research and Reflection in Education. Vol.6 No.1, pp. 77-93.",,,,,,,,,,,,,,,,,
2022-04-25,Hammad Durrani,Article,2012,"Health needs and eHealth readiness assessment of health care organizations in Kabul and Bamyan, Afghanistan",Main Author,External,Published,"Durrani, H., Khoja, S., Naseem, A., Scott, RE, Gul, A, and Jan, R. (2012). Health needs and eHealth readiness assessment of health care organizations in Kabul and Bamyan, Afghanistan. East Mediterr Health Journal, 18(6): 663-70.",,,,,,,,,,,,,,,,,
2022-04-25,Shariq Khoja,Article,2012,"Health needs and eHealth readiness assessment of health care organizations in Kabul and Bamyan, Afghanistan",Secondary Author,External,Published,"Durrani, H., Khoja, S., Naseem, A., Scott, RE, Gul, A, and Jan, R. (2012). Health needs and eHealth readiness assessment of health care organizations in Kabul and Bamyan, Afghanistan. East Mediterr Health Journal, 18(6): 663-70.",,,,,,,,,,,,,,,,,
2022-04-25,Azra Naseem,Article,2012,"Health needs and eHealth readiness assessment of health care organizations in Kabul and Bamyan, Afghanistan",Secondary Author,IED,Published,"Durrani, H., Khoja, S., Naseem, A., Scott, RE, Gul, A, and Jan, R. (2012). Health needs and eHealth readiness assessment of health care organizations in Kabul and Bamyan, Afghanistan. East Mediterr Health Journal, 18(6): 663-70.",,,,,,,,,,,,,,,,,
2022-04-25,Richard Scott,Article,2012,"Health needs and eHealth readiness assessment of health care organizations in Kabul and Bamyan, Afghanistan",Secondary Author,External,Published,"Durrani, H., Khoja, S., Naseem, A., Scott, RE, Gul, A, and Jan, R. (2012). Health needs and eHealth readiness assessment of health care organizations in Kabul and Bamyan, Afghanistan. East Mediterr Health Journal, 18(6): 663-70.",,,,,,,,,,,,,,,,,
2022-04-25,A. Gul,Article,2012,"Health needs and eHealth readiness assessment of health care organizations in Kabul and Bamyan, Afghanistan",Secondary Author,External,Published,"Durrani, H., Khoja, S., Naseem, A., Scott, RE, Gul, A, and Jan, R. (2012). Health needs and eHealth readiness assessment of health care organizations in Kabul and Bamyan, Afghanistan. East Mediterr Health Journal, 18(6): 663-70.",,,,,,,,,,,,,,,,,
2022-04-25,R. Jan,Article,2012,"Health needs and eHealth readiness assessment of health care organizations in Kabul and Bamyan, Afghanistan",Secondary Author,External,Published,"Durrani, H., Khoja, S., Naseem, A., Scott, RE, Gul, A, and Jan, R. (2012). Health needs and eHealth readiness assessment of health care organizations in Kabul and Bamyan, Afghanistan. East Mediterr Health Journal, 18(6): 663-70.",,,,,,,,,,,,,,,,,
2022-04-26,Sarfaroz Niyozov,Book Chapter,2016,Islamic Education and Religious Pluralism: The limits.,Main Author,IED,Published,"Niyozov, S. (2016). Islamic Education and Religious Pluralism: The limits. In N. Memon and M. Zaman (Eds.), Philosophies of Islamic Education: Historical Perspectives and Emerging Discourses. Routledge.",,,,,,,,,,,,,,,,,
2022-04-26,Stephen Bahry,Book Chapter,2015,Bilingual education in Central Asia,Main Author,External,Published,"Bahry, S., Niyozov, S., & Shamatov, D. (2015). Bilingual education in Central Asia. In J. Cummins & N. H. Hornberger (Eds.), Encyclopedia of language and education, 3d edition, Vol. 5. Netherlands: Springer.",,,,,,,,,,,,,,,,,
2022-04-26,Sarfaroz Niyozov,Book Chapter,2015,Bilingual education in Central Asia,Secondary Author,IED,Published,"Bahry, S., Niyozov, S., & Shamatov, D. (2015). Bilingual education in Central Asia. In J. Cummins & N. H. Hornberger (Eds.), Encyclopedia of language and education, 3d edition, Vol. 5. Netherlands: Springer.",,,,,,,,,,,,,,,,,
2022-04-26,Duishon Alievich Shamatov,Book Chapter,2015,Bilingual education in Central Asia,Secondary Author,IED,Published,"Bahry, S., Niyozov, S., & Shamatov, D. (2015). Bilingual education in Central Asia. In J. Cummins & N. H. Hornberger (Eds.), Encyclopedia of language and education, 3d edition, Vol. 5. Netherlands: Springer.",,,,,,,,,,,,,,,,,
2022-04-26,Nelofar Halai,Book Chapter,2015,"Private higher education in Pakistan: A review of the terrain. In K. Joshi and S. Paivandi, S. (Eds.). Private Higher Education across Nations (pp. 386-413). Delhi: B. R. Publishing Corporation.",Main Author,IED,Published,"Halai, N. (2015). Private higher education in Pakistan: A review of the terrain. In K. Joshi and S. Paivandi, S. (Eds.). Private Higher Education across Nations (pp. 386-413). Delhi: B. R. Publishing Corporation.",,,,,,,,,,,,,,,,,
2022-04-26,Riaz Hussain,Book Chapter,2015,School leaders engagement in curriculum planning and decision-making,Main Author,IED,Published,"Hussain, R. & Rizvi, M. (2015). School leaders engagement in curriculum planning and decision-making (pp. 266-275). In D. Garbett & A. Ovens (Eds.). Teaching for tomorrow today. Auckland: Edify.",,,,,,,,,,,,,,,,,
2022-04-26,Meher Rizvi,Book Chapter,2015,School leaders engagement in curriculum planning and decision-making,Secondary Author,IED,Published,"Hussain, R. & Rizvi, M. (2015). School leaders engagement in curriculum planning and decision-making (pp. 266-275). In D. Garbett & A. Ovens (Eds.). Teaching for tomorrow today. Auckland: Edify.",,,,,,,,,,,,,,,,,
2022-04-26,Meher Rizvi,Book Chapter,2015,Contexts of teaching and teacher education in Pakistan: Ideals and realities (pp. 212-218).,Main Author,IED,Published,"Rizvi, M. (2015). Contexts of teaching and teacher education in Pakistan: Ideals and realities (pp. 212-218). In D. Garbett & A. Ovens (Eds.). Teaching for tomorrow today. Auckland: Edify.",,,,,,,,,,,,,,,,,
2022-04-26,Meher Rizvi,Book Chapter,2015,Teacher education pedagogies related to preparing preservice teachers as leaders in Pakistan,Main Author,IED,Published,"Rizvi, M. (2015). Teacher education pedagogies related to preparing preservice teachers as leaders in Pakistan (pp. 9-30). In L. Orland-Barak & C. J. Craig (Eds.). International teacher education: Promising pedagogies (Part B). UK: Emerald.",,,,,,,,,,,,,,,,,
2022-04-26,Dilshad Ashraf,Book Chapter,2014,Gender and Education in Pakistan: A Review.,Main Author,IED,Published,"Ashraf, D. & Waqar, K. (2014) Gender and Education in Pakistan: A Review. In “Gender: Moving Beyond the Basics”. Proceedings 2nd WGW National Conference, November 26-27, 2013, Karachi",,,,,,,,,,,,,,,,,
2022-04-26,Kausar Waqar,Book Chapter,2014,Gender and Education in Pakistan: A Review.,Secondary Author,IED,Published,"Ashraf, D. & Waqar, K. (2014) Gender and Education in Pakistan: A Review. In “Gender: Moving Beyond the Basics”. Proceedings 2nd WGW National Conference, November 26-27, 2013, Karachi",,,,,,,,,,,,,,,,,
2022-04-26,Sajid Ali,Book Chapter,2013,Pakistan: target revision in education policy.,Main Author,IED,Published,"Ali, S. (2013). Pakistan: target revision in education policy. In M.-e.-R. Ahmed (Ed.), Education in West Central Asia (pp. 163-177). London: Bloomsbury.",,,,,,,,,,,,,,,,,
2022-04-26,Dilshad Ashraf,Book Chapter,2013,Women teaching and leading in Pakistan: Exploring the challenges and possibilities.,Main Author,IED,Published,"Ashraf, D. (2013). Women teaching and leading in Pakistan: Exploring the challenges and possibilities. In Kirk, J., Dembele, M., Baxtar, S., (Ed.), More and better teachers for quality education for All: Identity and motivation, systems and support.  (pp. 165-173). Retrieved from http://moreandbetterteachers.wordpress.com/",,,,,,,,,,,,,,,,,
2022-04-26,Azra Ahmed,Book Chapter,2013,E-learning in ELT: Potentials and challenges in the context of Pakistan.,Main Author,IED,Published,"Ahmed, A., Ahsan, M. F., Saleem, F., & Sultan, R. (2013). E-learning in ELT: Potentials and challenges in the context of Pakistan. In Ahmed, A., Hanzala, M., Saleem, F., Cane, G (Eds), ELT in a changing world: Innovative approaches to new challenges. Newcastle upon Tyne: Cambridge Scholars Publishing",,,,,,,,,,,,,,,,,
2022-04-26,Mirat Al Fatima Ahsan,Book Chapter,2013,E-learning in ELT: Potentials and challenges in the context of Pakistan.,Secondary Author,IED,Published,"Ahmed, A., Ahsan, M. F., Saleem, F., & Sultan, R. (2013). E-learning in ELT: Potentials and challenges in the context of Pakistan. In Ahmed, A., Hanzala, M., Saleem, F., Cane, G (Eds), ELT in a changing world: Innovative approaches to new challenges. Newcastle upon Tyne: Cambridge Scholars Publishing",,,,,,,,,,,,,,,,,
2022-04-26,Faiza Saleem,Book Chapter,2013,E-learning in ELT: Potentials and challenges in the context of Pakistan.,Secondary Author,External,Published,"Ahmed, A., Ahsan, M. F., Saleem, F., & Sultan, R. (2013). E-learning in ELT: Potentials and challenges in the context of Pakistan. In Ahmed, A., Hanzala, M., Saleem, F., Cane, G (Eds), ELT in a changing world: Innovative approaches to new challenges. Newcastle upon Tyne: Cambridge Scholars Publishing",,,,,,,,,,,,,,,,,
2022-04-26,Rubina Sultan,Book Chapter,2013,E-learning in ELT: Potentials and challenges in the context of Pakistan.,Secondary Author,External,Published,"Ahmed, A., Ahsan, M. F., Saleem, F., & Sultan, R. (2013). E-learning in ELT: Potentials and challenges in the context of Pakistan. In Ahmed, A., Hanzala, M., Saleem, F., Cane, G (Eds), ELT in a changing world: Innovative approaches to new challenges. Newcastle upon Tyne: Cambridge Scholars Publishing",,,,,,,,,,,,,,,,,
2022-04-26,Aliya Sikander,Book Chapter,2013,Better English better status: A perception in Pakistan.,Main Author,IED,Published,"Sikandar, Aliya (2013) Better English better status: A perception in Pakistan. In Ahmed, A., Hanzala, M., Saleem, F., Cane, G (Eds), ELT in a changing world: Innovative approaches to new challenges. Newcastle upon Tyne: Cambridge Scholars Publishing.",,,,,,,,,,,,,,,,,
2022-04-26,Sajid Ali,Book Chapter,2013,Education policy borrowing in Pakistan: public-private partnerships.,Main Author,IED,Published,"Ali, S. (2012). Education policy borrowing in Pakistan: public-private partnerships. In G. Donn & Y. A. Manthri (Eds.), Education in the broader Middle East: Borrowing a Baroque Arsenal (pp. 23-40). Oxford: Symposium.",,,,,,,,,,,,,,,,,
2022-04-26,Al-Karim Datoo,Book Chapter,2012,"Global/Colonial designs, School knowledge production and students; cultural identities: A critical ethnographic perspective from Pakistan excursions (pp. 87-102). New York, United States: Palgrave Macmillan.",Main Author,IED,Published,"Datoo, A. K. (2012). Global/Colonial designs, School knowledge production and students; cultural identities: A critical ethnographic perspective from Pakistan. In D. Kapoor, B. P. Barua & A.-K. Datoo (Eds.), Globalization, culture, and education in South Asia: critical excursions (pp. 87-102). New York, United States: Palgrave Macmillan.",,,,,,,,,,,,,,,,,
2022-04-27,Takbir Ali,Book Chapter,2012,The Importance of Context in School Improvement.,Main Author,IED,Published,"Ali, T. (2012). The Importance of Context in School Improvement. In Bashiruddin, A., Bana, Z., & Afridi, AK. (Eds.), Education in Pakistan Learning from Research Partnership. Pakistan: Oxford University Press",,,,,,,,,,,,,,,,,
2022-04-27,Dilshad Ashraf,Book Chapter,2012,Teaching Practicum and Learning to Teach: A Gender Perspective.,Main Author,IED,Published,"Ashraf, D., Nauman, M., & Waqar, K. (2012). Teaching Practicum and Learning to Teach: A Gender Perspective. In Bashiruddin, A., Bana, Z., & Afridi, AK. (Eds.), Education in Pakistan Learning from Research Partnership. Pakistan: Oxford University Press",,,,,,,,,,,,,,,,,
2022-04-27,Mohammad Nauman,Book Chapter,2012,Teaching Practicum and Learning to Teach: A Gender Perspective.,Secondary Author,External,Published,"Ashraf, D., Nauman, M., & Waqar, K. (2012). Teaching Practicum and Learning to Teach: A Gender Perspective. In Bashiruddin, A., Bana, Z., & Afridi, AK. (Eds.), Education in Pakistan Learning from Research Partnership. Pakistan: Oxford University Press",,,,,,,,,,,,,,,,,
2022-04-27,Kausar Waqar,Book Chapter,2012,Teaching Practicum and Learning to Teach: A Gender Perspective.,Secondary Author,IED,Published,"Ashraf, D., Nauman, M., & Waqar, K. (2012). Teaching Practicum and Learning to Teach: A Gender Perspective. In Bashiruddin, A., Bana, Z., & Afridi, AK. (Eds.), Education in Pakistan Learning from Research Partnership. Pakistan: Oxford University Press",,,,,,,,,,,,,,,,,
2022-04-27,Zubeda Bana,Book Chapter,2012,Learning from Research Partnerships: Key Themes and Challenges.,Main Author,IED,Published,"Bana, Z., (2012). Learning from Research Partnerships: Key Themes and Challenges. In.Bashiruddin, A., Bana, Z., & Afridi, AK. (Eds.), Education in Pakistan Learning from Research Partnership. Pakistan: Oxford University Press",,,,,,,,,,,,,,,,,
2022-04-27,Zubeda Bana,Book Chapter,2012,"Exploring Indigenous Leadership Practices: Case Study of School Principals in the Khyber Pakhtunkhwa Province, Pakistan.",Main Author,IED,Published,"Bana, Z., Sewani, R., Ali, I., & Ara, I. (2012). Exploring Indigenous Leadership Practices: Case Study of School Principals in the Khyber Pakhtunkhwa Province, Pakistan. In.Bashiruddin, A., Bana, Z., & Afridi, AK. (Eds.), Education in Pakistan Learning from Research Partnership. Pakistan: Oxford University Press",,,,,,,,,,,,,,,,,
2022-04-27,Rozina Sewani,Book Chapter,2012,"Exploring Indigenous Leadership Practices: Case Study of School Principals in the Khyber Pakhtunkhwa Province, Pakistan.",Secondary Author,IED,Published,"Bana, Z., Sewani, R., Ali, I., & Ara, I. (2012). Exploring Indigenous Leadership Practices: Case Study of School Principals in the Khyber Pakhtunkhwa Province, Pakistan. In.Bashiruddin, A., Bana, Z., & Afridi, AK. (Eds.), Education in Pakistan Learning from Research Partnership. Pakistan: Oxford University Press",,,,,,,,,,,,,,,,,
2022-04-27,Izaz Ali,Book Chapter,2012,"Exploring Indigenous Leadership Practices: Case Study of School Principals in the Khyber Pakhtunkhwa Province, Pakistan.",Secondary Author,External,Published,"Bana, Z., Sewani, R., Ali, I., & Ara, I. (2012). Exploring Indigenous Leadership Practices: Case Study of School Principals in the Khyber Pakhtunkhwa Province, Pakistan. In.Bashiruddin, A., Bana, Z., & Afridi, AK. (Eds.), Education in Pakistan Learning from Research Partnership. Pakistan: Oxford University Press",,,,,,,,,,,,,,,,,
2022-04-27,Iffat Ara,Book Chapter,2012,"Exploring Indigenous Leadership Practices: Case Study of School Principals in the Khyber Pakhtunkhwa Province, Pakistan.",Secondary Author,External,Published,"Bana, Z., Sewani, R., Ali, I., & Ara, I. (2012). Exploring Indigenous Leadership Practices: Case Study of School Principals in the Khyber Pakhtunkhwa Province, Pakistan. In.Bashiruddin, A., Bana, Z., & Afridi, AK. (Eds.), Education in Pakistan Learning from Research Partnership. Pakistan: Oxford University Press",,,,,,,,,,,,,,,,,
2022-04-27,Ayesha Bashiruddin,Book Chapter,2012,Teaching Grammar: Belief and Practices of Teacher of English.,Main Author,IED,Published,"Bashiruddin, A., Khan, N., Younus, H., & Dayan, U. (2012). Teaching Grammar: Belief and Practices of Teacher of English. In Bashiruddin, A., Bana, Z., & Afridi, AK. (Eds.), Education in Pakistan Learning from Research Partnership. Pakistan: Oxford University Press",,,,,,,,,,,,,,,,,
2022-04-27,Haleema Younus,Book Chapter,2012,Teaching Grammar: Belief and Practices of Teacher of English.,Secondary Author,IED,Published,"Bashiruddin, A., Khan, N., Younus, H., & Dayan, U. (2012). Teaching Grammar: Belief and Practices of Teacher of English. In Bashiruddin, A., Bana, Z., & Afridi, AK. (Eds.), Education in Pakistan Learning from Research Partnership. Pakistan: Oxford University Press",,,,,,,,,,,,,,,,,
2022-04-27,Nadeem Khan,Book Chapter,2012,Teaching Grammar: Belief and Practices of Teacher of English.,Secondary Author,External,Published,"Bashiruddin, A., Khan, N., Younus, H., & Dayan, U. (2012). Teaching Grammar: Belief and Practices of Teacher of English. In Bashiruddin, A., Bana, Z., & Afridi, AK. (Eds.), Education in Pakistan Learning from Research Partnership. Pakistan: Oxford University Press",,,,,,,,,,,,,,,,,
2022-04-27,Uzma Dayan,Book Chapter,2012,Teaching Grammar: Belief and Practices of Teacher of English.,Secondary Author,External,Published,"Bashiruddin, A., Khan, N., Younus, H., & Dayan, U. (2012). Teaching Grammar: Belief and Practices of Teacher of English. In Bashiruddin, A., Bana, Z., & Afridi, AK. (Eds.), Education in Pakistan Learning from Research Partnership. Pakistan: Oxford University Press",,,,,,,,,,,,,,,,,
2022-04-27,Anjum Halai,Book Chapter,2012,Teachers as Participants in Classroom Reform: Promise and Perils of Action Research.,Main Author,IED,Published,"Halai, A. (2012). Teachers as Participants in Classroom Reform: Promise and Perils of Action Research. In S. Rizvi (Ed.), Multidisciplinary Approaches to Educational Research: Case Studies from Europe and the Developing World. UK: Routledge Research in Education.",,,,,,,,,,,,,,,,,
2022-04-27,Nelofar Halai,Book Chapter,2012,Graduate Students in Education in a Public Sector University in Pakistan: Quest for Quality,Main Author,IED,Published,"Halai, N., & Ali A., (2012) Graduate Students in Education in a Public Sector University in Pakistan: Quest for Quality. In.Bashiruddin, A., Bana, Z., & Afridi, AK. (Eds.), Education in Pakistan Learning from Research Partnership. Pakistan: Oxford University Press.",,,,,,,,,,,,,,,,,
2022-04-27,Arshad Ali,Book Chapter,2012,Graduate Students in Education in a Public Sector University in Pakistan: Quest for Quality,Secondary Author,External,Published,"Halai, N., & Ali A., (2012) Graduate Students in Education in a Public Sector University in Pakistan: Quest for Quality. In.Bashiruddin, A., Bana, Z., & Afridi, AK. (Eds.), Education in Pakistan Learning from Research Partnership. Pakistan: Oxford University Press.",,,,,,,,,,,,,,,,,
2022-04-27,Rana Hussain,Book Chapter,2012,Effects of Teaching and Learning in Large Primary Classes in Peshawar Primary Schools.,Main Author,IED,Published,"Hussain, R., Rana, JS., Waqar, K., & Shah, N., (2012). Effects of Teaching and Learning in Large Primary Classes in Peshawar Primary Schools. In Bashiruddin, A., Bana, Z., & Afridi, AK. (Eds.), Education in Pakistan Learning from Research Partnership. Pakistan: Oxford University Press.",,,,,,,,,,,,,,,,,
2022-04-27,Javed Sikander Rana,Book Chapter,2012,Effects of Teaching and Learning in Large Primary Classes in Peshawar Primary Schools.,Secondary Author,External,Published,"Hussain, R., Rana, JS., Waqar, K., & Shah, N., (2012). Effects of Teaching and Learning in Large Primary Classes in Peshawar Primary Schools. In Bashiruddin, A., Bana, Z., & Afridi, AK. (Eds.), Education in Pakistan Learning from Research Partnership. Pakistan: Oxford University Press.",,,,,,,,,,,,,,,,,
2022-04-27,Kausar Waqar,Book Chapter,2012,Effects of Teaching and Learning in Large Primary Classes in Peshawar Primary Schools.,Secondary Author,IED,Published,"Hussain, R., Rana, JS., Waqar, K., & Shah, N., (2012). Effects of Teaching and Learning in Large Primary Classes in Peshawar Primary Schools. In Bashiruddin, A., Bana, Z., & Afridi, AK. (Eds.), Education in Pakistan Learning from Research Partnership. Pakistan: Oxford University Press.",,,,,,,,,,,,,,,,,
2022-04-27,Nazneen Shah,Book Chapter,2012,Effects of Teaching and Learning in Large Primary Classes in Peshawar Primary Schools.,Secondary Author,External,Published,"Hussain, R., Rana, JS., Waqar, K., & Shah, N., (2012). Effects of Teaching and Learning in Large Primary Classes in Peshawar Primary Schools. In Bashiruddin, A., Bana, Z., & Afridi, AK. (Eds.), Education in Pakistan Learning from Research Partnership. Pakistan: Oxford University Press.",,,,,,,,,,,,,,,,,
2022-04-27,Kulsoom Jaffer,Book Chapter,2012,"Using Innovative Teaching Approaches through Action Research for B.Ed. Programmes in IER, University of Peshawar.",Main Author,IED,Published,"Jaffer, K., Asif, M., & Meher, R., (2012). Using Innovative Teaching Approaches through Action Research for B.Ed. Programmes in IER, University of Peshawar. In Bashiruddin, A., Bana, Z., & Afridi, AK. (Eds.), Education in Pakistan Learning from Research Partnership. Pakistan: Oxford University Press.",,,,,,,,,,,,,,,,,
2022-04-27,Mohammad Asif,Book Chapter,2012,"Using Innovative Teaching Approaches through Action Research for B.Ed. Programmes in IER, University of Peshawar.",Secondary Author,External,Published,"Jaffer, K., Asif, M., & Meher, R., (2012). Using Innovative Teaching Approaches through Action Research for B.Ed. Programmes in IER, University of Peshawar. In Bashiruddin, A., Bana, Z., & Afridi, AK. (Eds.), Education in Pakistan Learning from Research Partnership. Pakistan: Oxford University Press.",,,,,,,,,,,,,,,,,
2022-04-27,Rakshinda Meher,Book Chapter,2012,"Using Innovative Teaching Approaches through Action Research for B.Ed. Programmes in IER, University of Peshawar.",Secondary Author,IED,Published,"Jaffer, K., Asif, M., & Meher, R., (2012). Using Innovative Teaching Approaches through Action Research for B.Ed. Programmes in IER, University of Peshawar. In Bashiruddin, A., Bana, Z., & Afridi, AK. (Eds.), Education in Pakistan Learning from Research Partnership. Pakistan: Oxford University Press.",,,,,,,,,,,,,,,,,
2022-04-27,Almina Pardhan,Book Chapter,2012,Mixed Methods Research with Children.,Main Author,IED,Published,"Pardhan, A. (2012). Mixed Methods Research with Children. In S. Rizvi (Ed.), Multidisciplinary Approaches to Educational Research: Case Studies from Europe and the Developing World. UK: Routledge Research in Education.",,,,,,,,,,,,,,,,,
