id,unique_key,Entry Date,Faculty,Publication Type,Year,Title,Role,Affiliation,Status,Reference,Theme,source,last_modified
445,cd38b6ea731362b09af00e0ed6fe9b55,2022-04-22 00:00:00,Mola Dad Shafa,Book Chapter,2017.0,Religion and state in Pakistan: Influence on education with special focus on Gilgit-Baltistan.,Secondary Author,PDCN,Published,"Jan-e-Alam, K., Shafa, M. D., & Baig, S. (2017). Religion and state in Pakistan: Influence on education with special focus on Gilgit-Baltistan. In D. Ashraf, M. A. Tajik, & S. Niyozov (Eds.), Educational policies in Pakistan, Afghanistan, and Tajikistan: Contested terrain in the twenty-first century (pp. 81–104). Lanham, Maryland: Lexington Books.",,csv,2025-08-15T06:24:27+00:00
446,0690a18ef0e88984cc5cf0f51b0ef516,2022-04-22 00:00:00,Sharifullah Baig,Book Chapter,2017.0,Religion and state in Pakistan: Influence on education with special focus on Gilgit-Baltistan.,Secondary Author,PDCN,Published,"Jan-e-Alam, K., Shafa, M. D., & Baig, S. (2017). Religion and state in Pakistan: Influence on education with special focus on Gilgit-Baltistan. In D. Ashraf, M. A. Tajik, & S. Niyozov (Eds.), Educational policies in Pakistan, Afghanistan, and Tajikistan: Contested terrain in the twenty-first century (pp. 81–104). Lanham, Maryland: Lexington Books.",,csv,2025-08-15T06:24:27+00:00
447,45ad37cc018c2062167f767ea3963fcf,2022-04-22 00:00:00,Sarfaroz Niyozov,Book Chapter,2017.0,Engaging the global to create local models for education reform.,Main Author,IED,Published,"Niyozov, S. (2017). Engaging the global to create local models for education reform. In T. Ali & S. Niyozov (Eds.), Lessons from implementation of educational reforms in Pakistan: Implications for policy and practice (pp. 433–461). Karachi: Oxford University Press.",,csv,2025-08-15T06:24:27+00:00
448,e2a3b2b0ca127152bd9a35264dce9ca5,2022-04-22 00:00:00,Sarfaroz Niyozov,Book Chapter,2017.0,Fieldwork as Socially Constructed and Negotiated Practice.,Main Author,IED,Published,"Niyozov, S. (2017). Fieldwork as Socially Constructed and Negotiated Practice. In Reimagining Utopias (pp. 119-139). Sense Publishers, Rotterdam. Retrieved from https://link.springer.com/chapter/10.1007/978-94-6351-011-0_8",,csv,2025-08-15T06:24:27+00:00
449,b4e672ad81f4658fc3b2bcee96cf15e2,2022-04-22 00:00:00,Sarfaroz Niyozov,Book Chapter,2017.0,"Pedagogy in cross-cultural context. Insights from Central Asia and developing world, revisited.",Main Author,IED,Published,"Niyozov, S. (2017). Pedagogy in cross-cultural context. Insights from Central Asia and developing world, revisited. In K, Bickmore, R. Hayhoe, R. Read, C, Manion and K. Mundy (Eds.), Comparative education for teachers: An introductory textbook on comparative and international education. (pp. 88-118). Toronto & New York: Canada Scholars Press.",,csv,2025-08-15T06:24:27+00:00
450,468f874799e079af390c3ab5a957ca71,2022-04-22 00:00:00,Sarfaroz Niyozov,Book Chapter,2017.0,Conclusion: Transforming contested education terrains into opportunities for hope and peace.,Main Author,IED,Published,"Niyozov, S., & Khaki, J.-A. (2017). Conclusion: Transforming contested education terrains into opportunities for hope and peace. In D. Ashraf, M. A. Tajik, & S. Niyozov (Eds.), Educational policies in Pakistan, Afghanistan, and Tajikistan: Contested terrain in the twenty-first century (pp. 177–196). Lanham, Maryland: Lexington Books.",,csv,2025-08-15T06:24:27+00:00
451,3dee7e45240303a2bf510db66bc5036c,2022-04-22 00:00:00,Jan-e-Alam Khaki,Book Chapter,2017.0,Conclusion: Transforming contested education terrains into opportunities for hope and peace.,Secondary Author,External,Published,"Niyozov, S., & Khaki, J.-A. (2017). Conclusion: Transforming contested education terrains into opportunities for hope and peace. In D. Ashraf, M. A. Tajik, & S. Niyozov (Eds.), Educational policies in Pakistan, Afghanistan, and Tajikistan: Contested terrain in the twenty-first century (pp. 177–196). Lanham, Maryland: Lexington Books.",,csv,2025-08-15T06:24:27+00:00
452,f3e647864ac331d93151e1221c6f3a09,2022-04-22 00:00:00,Sarfaroz Niyozov,Book Chapter,2017.0,Islamic education in post-Soviet Tajikistan: A field of contestations.,Main Author,IED,Published,"Niyozov, S., Elnazarov, H., & Aksakolov, S. (2017). Islamic education in post-Soviet Tajikistan: A field of contestations. In D. Ashraf, M. A. Tajik, & S. Niyozov (Eds.), Educational policies in Pakistan, Afghanistan, and Tajikistan: Contested terrain in the twenty-first century (pp. 53–80). Lanham, Maryland: Lexington Books.",,csv,2025-08-15T06:24:27+00:00
453,f5df973c855b1ce7f7a21ffb525b3a40,2022-04-22 00:00:00,Hakim Elnazarov,Book Chapter,2017.0,Islamic education in post-Soviet Tajikistan: A field of contestations.,Secondary Author,External,Published,"Niyozov, S., Elnazarov, H., & Aksakolov, S. (2017). Islamic education in post-Soviet Tajikistan: A field of contestations. In D. Ashraf, M. A. Tajik, & S. Niyozov (Eds.), Educational policies in Pakistan, Afghanistan, and Tajikistan: Contested terrain in the twenty-first century (pp. 53–80). Lanham, Maryland: Lexington Books.",,csv,2025-08-15T06:24:27+00:00
454,ef771963b460d65c139f9a5be08daf9c,2022-04-22 00:00:00,Sultonbek Aksakolov,Book Chapter,2017.0,Islamic education in post-Soviet Tajikistan: A field of contestations.,Secondary Author,External,Published,"Niyozov, S., Elnazarov, H., & Aksakolov, S. (2017). Islamic education in post-Soviet Tajikistan: A field of contestations. In D. Ashraf, M. A. Tajik, & S. Niyozov (Eds.), Educational policies in Pakistan, Afghanistan, and Tajikistan: Contested terrain in the twenty-first century (pp. 53–80). Lanham, Maryland: Lexington Books.",,csv,2025-08-15T06:24:27+00:00
455,597a1f962654c80ff99810216ae71469,2022-04-22 00:00:00,Sadrudin Pardhan,Book Chapter,2017.0,In pursuit of educational reform and institutional growth: AKU-IED’s experience.,Main Author,IED,Published,"Pardhan, S. (2017). In pursuit of educational reform and institutional growth: AKU-IED’s experience. In T. Ali & S. Niyozov (Eds.), Lessons from implementation of educational reforms in Pakistan: Implications for policy and practice (pp. 35–73). Karachi: Oxford University Press.",,csv,2025-08-15T06:24:27+00:00
456,6003c19b7cb5fad5ad4d7e75183e3fb9,2022-04-22 00:00:00,Nusrat Fatima Rizvi,Book Chapter,2017.0,Action research for capacity building of teacher-educators.,Main Author,IED,Published,"Rizvi, N. F. (2017). Action research for capacity building of teacher-educators. In T. Ali & S. Niyozov (Eds.), Lessons from implementation of educational reforms in Pakistan: Implications for policy and practice (pp. 366–394). Karachi: Oxford University Press.",,csv,2025-08-15T06:24:27+00:00
457,15810f3f04b751b94e1e336f1f03cada,2022-04-22 00:00:00,Riaz Hussain,Book Chapter,2017.0,Teachers’ personal theories of knowledge development,Main Author,IED,Published,"Hussain, R. & Rizvi, M. (2017). Teachers’ personal theories of knowledge development (pp. 429-436). In J. Mena, A. Garcia-Valcarcel, F. J. Garcia- Penalvo & M. M. Del Pozo (Eds.). Search and Research: Teacher education for contemporary contexts. Salamanca: Ediciones Universidad",,csv,2025-08-15T06:24:27+00:00
458,6bb7a41dd11ad5d8a613e3bbb88d87d3,2022-04-22 00:00:00,Meher Rizvi,Book Chapter,2017.0,Teachers’ personal theories of knowledge development,Secondary Author,IED,Published,"Hussain, R. & Rizvi, M. (2017). Teachers’ personal theories of knowledge development (pp. 429-436). In J. Mena, A. Garcia-Valcarcel, F. J. Garcia- Penalvo & M. M. Del Pozo (Eds.). Search and Research: Teacher education for contemporary contexts. Salamanca: Ediciones Universidad",,csv,2025-08-15T06:24:28+00:00
459,3f3e03cdddf03bfe581850c5766b9978,2022-04-22 00:00:00,Meher Rizvi,Book Chapter,2017.0,Learning to be practitioner inquirers and researchers: Lessons from a teacher education,Main Author,IED,Published,"Rizvi, M. (2017). Learning to be practitioner inquirers and researchers: Lessons from a teacher education programme. (pp. 17 – 25). In J. Mena, A. Garcia-Valcarcel,F. J. Garcia-Penalvo & M. M. Del Pozo (Eds.). Search and Research: Teacher Education for Contemporary Contexts. Salamanca: Ediciones Universidad.",,csv,2025-08-15T06:24:28+00:00
460,15fd7cdee3c02c62bb9bbdfa5ccd6c61,2022-04-22 00:00:00,Mola Dad Shafa,Book Chapter,2017.0,Educational Development and Improvement Programme (EDIP): An innovative school improvement model.,Main Author,PDCN,Published,"Shafa, M. D., Baig, S., & Shah, Z. (2017). Educational Development and Improvement Programme (EDIP): An innovative school improvement model. In T. Ali & S. Niyozov (Eds.), Lessons from implementation of educational reforms in Pakistan: Implications for policy and practice (pp. 151–193). Karachi: Oxford University Press.",,csv,2025-08-15T06:24:28+00:00
461,28e8f71412e56cf100af6a1b6abefce9,2022-04-22 00:00:00,Sharifullah Baig,Book Chapter,2017.0,Educational Development and Improvement Programme (EDIP): An innovative school improvement model.,Secondary Author,PDCN,Published,"Shafa, M. D., Baig, S., & Shah, Z. (2017). Educational Development and Improvement Programme (EDIP): An innovative school improvement model. In T. Ali & S. Niyozov (Eds.), Lessons from implementation of educational reforms in Pakistan: Implications for policy and practice (pp. 151–193). Karachi: Oxford University Press.",,csv,2025-08-15T06:24:28+00:00
462,b584be46403638c2fec06767c3bf0204,2022-04-22 00:00:00,Zeenat Shah,Book Chapter,2017.0,Educational Development and Improvement Programme (EDIP): An innovative school improvement model.,Secondary Author,PDCN,Published,"Shafa, M. D., Baig, S., & Shah, Z. (2017). Educational Development and Improvement Programme (EDIP): An innovative school improvement model. In T. Ali & S. Niyozov (Eds.), Lessons from implementation of educational reforms in Pakistan: Implications for policy and practice (pp. 151–193). Karachi: Oxford University Press.",,csv,2025-08-15T06:24:28+00:00
463,49c35e380f5c3146e82fe44969bb0f54,2022-04-22 00:00:00,Hajee Parveen Roy,Book Chapter,2017.0,Creating social cohesion through schooling in Pakistan’s Swat Valley: A UNICEF approach.,Main Author,External,Published,"Roy, H. P., DeYoung, A. J., & Ashraf, D. (2017). Creating social cohesion through schooling in Pakistan’s Swat Valley: A UNICEF approach. In D. Ashraf, M. A. Tajik, & S. Niyozov (Eds.), Educational policies in Pakistan, Afghanistan, and Tajikistan: Contested terrain in the twenty-first century (pp. 105–119). Lanham, Maryland: Lexington Books.",,csv,2025-08-15T06:24:28+00:00
464,ae6c2c01ba3b31a7022168816e71a053,2022-04-22 00:00:00,Alan J. DeYoung,Book Chapter,2017.0,Creating social cohesion through schooling in Pakistan’s Swat Valley: A UNICEF approach.,Secondary Author,IED,Published,"Roy, H. P., DeYoung, A. J., & Ashraf, D. (2017). Creating social cohesion through schooling in Pakistan’s Swat Valley: A UNICEF approach. In D. Ashraf, M. A. Tajik, & S. Niyozov (Eds.), Educational policies in Pakistan, Afghanistan, and Tajikistan: Contested terrain in the twenty-first century (pp. 105–119). Lanham, Maryland: Lexington Books.",,csv,2025-08-15T06:24:28+00:00
465,f8e7dca2cef5dbdddf4d235a08770c11,2022-04-22 00:00:00,Dilshad Ashraf,Book Chapter,2017.0,Creating social cohesion through schooling in Pakistan’s Swat Valley: A UNICEF approach.,Secondary Author,IED,Published,"Roy, H. P., DeYoung, A. J., & Ashraf, D. (2017). Creating social cohesion through schooling in Pakistan’s Swat Valley: A UNICEF approach. In D. Ashraf, M. A. Tajik, & S. Niyozov (Eds.), Educational policies in Pakistan, Afghanistan, and Tajikistan: Contested terrain in the twenty-first century (pp. 105–119). Lanham, Maryland: Lexington Books.",,csv,2025-08-15T06:24:28+00:00
466,3045d4502786b58cb14ad53c091752cd,2022-04-22 00:00:00,Mir Afzal Tajik,Book Chapter,2017.0,"Building communities by building schools in the rural, mountainous regions of Pakistan",Main Author,IED,Published,"Tajik, M. A. (2017). Building communities by building schools in the rural, mountainous regions of Pakistan. In D. Ashraf, M. Afzal Tajik, and S. Niyozov (Eds.), Education policies in Pakistan, Afghanistan, and Tajikistan. (pp 121-144). Lanham: Lexington Books.",,csv,2025-08-15T06:24:28+00:00
467,85ebd1de39f38d8c9c47d3ee65337694,2022-04-22 00:00:00,Riaz Hussain,Book Chapter,2022.0,"Historical, Ethnic and Cultural Connections between the Peoples of Chitrāl, Pakistan and the Pāmīrīs in Tajikistan",Secondary Author,PDCC,Accepted,"Tajik, M. A., Hussain, R., Shah, G., & Qazi, A.A. (2021). Historical, Ethnic and Cultural Connections between the Peoples of Chitrāl, Pakistan and the Pāmīrīs in Tajikistan. In D. Dagiev (Ed.). Tajiks; history, religion, and people. London: Routledge",,csv,2025-08-15T06:24:28+00:00
468,2c535a65a57fb02b8142c5610398123d,2022-04-22 00:00:00,Gohar Shah,Book Chapter,2022.0,"Historical, Ethnic and Cultural Connections between the Peoples of Chitrāl, Pakistan and the Pāmīrīs in Tajikistan",Secondary Author,IED,Accepted,"Tajik, M. A., Hussain, R., Shah, G., & Qazi, A.A. (2021). Historical, Ethnic and Cultural Connections between the Peoples of Chitrāl, Pakistan and the Pāmīrīs in Tajikistan. In D. Dagiev (Ed.). Tajiks; history, religion, and people. London: Routledge",,csv,2025-08-15T06:24:28+00:00
469,445ae80f102d08e622f46bfc72a0400d,2022-04-22 00:00:00,Mir Afzal Tajik,Book Chapter,2022.0,"Historical, Ethnic and Cultural Connections between the Peoples of Chitrāl, Pakistan and the Pāmīrīs in Tajikistan",Main Author,External,Accepted,"Tajik, M. A., Hussain, R., Shah, G., & Qazi, A.A. (2021). Historical, Ethnic and Cultural Connections between the Peoples of Chitrāl, Pakistan and the Pāmīrīs in Tajikistan. In D. Dagiev (Ed.). Tajiks; history, religion, and people. London: Routledge",,csv,2025-08-15T06:24:28+00:00
470,211618dd052501a3185010eb952f7cdf,2022-04-22 00:00:00,Ali Akber Qazi,Book Chapter,2022.0,"Historical, Ethnic and Cultural Connections between the Peoples of Chitrāl, Pakistan and the Pāmīrīs in Tajikistan",Secondary Author,External,Accepted,"Tajik, M. A., Hussain, R., Shah, G., & Qazi, A.A. (2021). Historical, Ethnic and Cultural Connections between the Peoples of Chitrāl, Pakistan and the Pāmīrīs in Tajikistan. In D. Dagiev (Ed.). Tajiks; history, religion, and people. London: Routledge",,csv,2025-08-15T06:24:28+00:00
471,e7b1a9c1c894daab2672a905e3a346cc,2022-04-23 00:00:00,Ayesha Bashiruddin,Book,2021.0,Signature Pedagogies of Teacher Education in Pakistan.,Main Author,External,Published,"Bashiruddin, A., Rizvi, F.N. (Eds.) (2021). Signature Pedagogies of Teacher Education in Pakistan. Lahore: Vanguard Books",,csv,2025-08-15T06:24:28+00:00
472,869bfbc70ea41be8f85cd952f0776420,2022-04-23 00:00:00,Nusrat Fatima Rizvi,Book,2021.0,Signature Pedagogies of Teacher Education in Pakistan.,Secondary Author,IED,Published,"Bashiruddin, A., Rizvi, F.N. (Eds.) (2021). Signature Pedagogies of Teacher Education in Pakistan. Lahore: Vanguard Books",,csv,2025-08-15T06:24:28+00:00
473,a29d5a057ecf1209311a1983ae5cd2e8,2022-04-23 00:00:00,Nelofar Halai,Book,2018.0,Enhancing primary science teaching through school-based mentors: A study from Pakistan.,Main Author,IED,Published,"Halai, N. (2018). Enhancing primary science teaching through school-based mentors: A study from Pakistan. Karachi: Oxford University Press.",,csv,2025-08-15T06:24:28+00:00
474,7fcc0a11ba5a8e4259ea2a2b920eb022,2022-04-23 00:00:00,Anil Khamis,Book,2018.0,AKU-IED reflecting on the past journeying into the future,Main Author,External,Published,"Khamis, A., & Bhutta, S. M. (Eds.). (2018). AKU-IED reflecting on the past journeying into the future. Karachi: Aga Khan University, Institute for Educational Development.",,csv,2025-08-15T06:24:28+00:00
475,c9365da32a3215ffac2adec39fe849ae,2022-04-23 00:00:00,Sadia Muzaffar Bhutta,Book,2018.0,AKU-IED reflecting on the past journeying into the future,Secondary Author,IED,Published,"Khamis, A., & Bhutta, S. M. (Eds.). (2018). AKU-IED reflecting on the past journeying into the future. Karachi: Aga Khan University, Institute for Educational Development.",,csv,2025-08-15T06:24:28+00:00
476,7cccc279db8700dbf91e6423124bbe19,2022-04-23 00:00:00,Takbir Ali,Book,2017.0,Lessons from implementation of educational reforms in Pakistan: Implications for policy and practice.,Main Author,IED,Published,"Ali, T., & Niyozov, S. (Eds.). (2017). Lessons from implementation of educational reforms in Pakistan: Implications for policy and practice. Karachi: Oxford University Press.",,csv,2025-08-15T06:24:28+00:00
477,1a28c90b467f2cb5fc3f3908bacf3d06,2022-04-23 00:00:00,Sarfaroz Niyozov,Book,2017.0,Lessons from implementation of educational reforms in Pakistan: Implications for policy and practice.,Secondary Author,IED,Published,"Ali, T., & Niyozov, S. (Eds.). (2017). Lessons from implementation of educational reforms in Pakistan: Implications for policy and practice. Karachi: Oxford University Press.",,csv,2025-08-15T06:24:28+00:00
478,784b8c72c9d6c26e1f05b4c112518891,2022-04-23 00:00:00,Dilshad Ashraf,Book,2017.0,"Educational policies in Pakistan, Afghanistan, and Tajikistan: Contested terrain in the twenty-first century.",Main Author,IED,Published,"Ashraf, D., Tajik, M. A., & Niyozov, S. (Eds.). (2017). Educational policies in Pakistan, Afghanistan, and Tajikistan: Contested terrain in the twenty-first century. Lanham, Maryland: Lexington Books.",,csv,2025-08-15T06:24:28+00:00
479,de38afb71c5d0fc3746e5c3fad5571d4,2022-04-23 00:00:00,Mir Afzal Tajik,Book,2017.0,"Educational policies in Pakistan, Afghanistan, and Tajikistan: Contested terrain in the twenty-first century.",Secondary Author,IED,Published,"Ashraf, D., Tajik, M. A., & Niyozov, S. (Eds.). (2017). Educational policies in Pakistan, Afghanistan, and Tajikistan: Contested terrain in the twenty-first century. Lanham, Maryland: Lexington Books.",,csv,2025-08-15T06:24:28+00:00
480,f6f8de4910ec53b00b70f84083f7eb97,2022-04-23 00:00:00,Sarfaroz Niyozov,Book,2017.0,"Educational policies in Pakistan, Afghanistan, and Tajikistan: Contested terrain in the twenty-first century.",Secondary Author,IED,Published,"Ashraf, D., Tajik, M. A., & Niyozov, S. (Eds.). (2017). Educational policies in Pakistan, Afghanistan, and Tajikistan: Contested terrain in the twenty-first century. Lanham, Maryland: Lexington Books.",,csv,2025-08-15T06:24:28+00:00
481,63b142db9297f093f515a8d2d93f07c9,2022-04-23 00:00:00,Azra Ahmed,Book,2013.0,ELT in a changing world: Innovative approaches to new challenges.,Main Author,IED,Published,"Ahmed, A., Hanzala, M., Saleem, F., Cane, G (Eds.) (2013) ELT in a changing world: Innovative approaches to new challenges. Newcastle upon Tyne: Cambridge Scholars Publishing.",,csv,2025-08-15T06:24:28+00:00
482,f68d12bf377a65ea22970995aabc6d59,2022-04-23 00:00:00,Mehnaz Hanzala,Book,2013.0,ELT in a changing world: Innovative approaches to new challenges.,Secondary Author,External,Published,"Ahmed, A., Hanzala, M., Saleem, F., Cane, G (Eds.) (2013) ELT in a changing world: Innovative approaches to new challenges. Newcastle upon Tyne: Cambridge Scholars Publishing.",,csv,2025-08-15T06:24:28+00:00
483,939dfaa07096fda13480f42212a1fe7b,2022-04-23 00:00:00,Faiza Saleem,Book,2013.0,ELT in a changing world: Innovative approaches to new challenges.,Secondary Author,External,Published,"Ahmed, A., Hanzala, M., Saleem, F., Cane, G (Eds.) (2013) ELT in a changing world: Innovative approaches to new challenges. Newcastle upon Tyne: Cambridge Scholars Publishing.",,csv,2025-08-15T06:24:28+00:00
484,d4fab2bd7e37f4029f6b935874c8619e,2022-04-23 00:00:00,Graeme Cane,Book,2013.0,ELT in a changing world: Innovative approaches to new challenges.,Secondary Author,External,Published,"Ahmed, A., Hanzala, M., Saleem, F., Cane, G (Eds.) (2013) ELT in a changing world: Innovative approaches to new challenges. Newcastle upon Tyne: Cambridge Scholars Publishing.",,csv,2025-08-15T06:24:28+00:00
485,b44c0d5958af1dadf82a00bd3c28ee01,2022-04-23 00:00:00,Sadaf Rizvi,Book,2012.0,Multidisciplinary Approaches to Educational Research: Case Studies from Europe and Developing World..,Main Author,IED,Published,"Rizvi, S. (Ed.) (2012). Multidisciplinary Approaches to Educational Research: Case Studies from Europe and Developing World. UK: Routledge Research in Education.",,csv,2025-08-15T06:24:28+00:00
486,0747d57af67f08c8f9aa4654c55627c3,2022-04-23 00:00:00,Ayesha Bashiruddin,Book,2012.0,"Education in Pakistan Learning from Research Partnership,",Main Author,IED,Published,"Bashiruddin, A., Bana, Z., & Afridi, KA., (Eds.) (2012). Education in Pakistan Learning from Research Partnership, Karachi, Pakistan: Oxford Press.",,csv,2025-08-15T06:24:28+00:00
487,11fd0351fcb3b0d51e6a1302aa9d43f7,2022-04-23 00:00:00,Zubeda Bana,Book,2012.0,"Education in Pakistan Learning from Research Partnership,",Secondary Author,IED,Published,"Bashiruddin, A., Bana, Z., & Afridi, KA., (Eds.) (2012). Education in Pakistan Learning from Research Partnership, Karachi, Pakistan: Oxford Press.",,csv,2025-08-15T06:24:28+00:00
488,61c31c57600ef0971380ee962747e8c6,2022-04-23 00:00:00,Arbab Khan Afridi,Book,2012.0,"Education in Pakistan Learning from Research Partnership,",Secondary Author,External,Published,"Bashiruddin, A., Bana, Z., & Afridi, KA., (Eds.) (2012). Education in Pakistan Learning from Research Partnership, Karachi, Pakistan: Oxford Press.",,csv,2025-08-15T06:24:28+00:00
489,3330437c0261c1f16813fd928e01c9c3,2022-04-23 00:00:00,Al-Karim Datoo,Book,2012.0,"Globalization, Culture, and Education in South Asia: Critical excursions.",Secondary Author,IED,Published,"Kapoor, D., Barua, B. P., & Datoo, A. K. (Eds.) (2012). Globalization, Culture, and Education in South Asia: Critical excursions. New York, United States: Palgrave Macmillan",,csv,2025-08-15T06:24:28+00:00
490,afd9dcb8e8f02d3af6da765097088c6b,2022-04-23 00:00:00,Dip Kapoor,Book,2012.0,"Globalization, Culture, and Education in South Asia: Critical excursions.",Secondary Author,External,Published,"Kapoor, D., Barua, B. P., & Datoo, A. K. (Eds.) (2012). Globalization, Culture, and Education in South Asia: Critical excursions. New York, United States: Palgrave Macmillan",,csv,2025-08-15T06:24:28+00:00
491,fcd8e667dee6afd943e55a39f6162fc0,2022-04-23 00:00:00,Bijoy P. Barua,Book,2012.0,"Globalization, Culture, and Education in South Asia: Critical excursions.",Secondary Author,External,Published,"Kapoor, D., Barua, B. P., & Datoo, A. K. (Eds.) (2012). Globalization, Culture, and Education in South Asia: Critical excursions. New York, United States: Palgrave Macmillan",,csv,2025-08-15T06:24:28+00:00
492,26f785e8ff288b13f6fd45dfdf689588,2022-04-23 00:00:00,Anjum Halai,Book,2011.0,Research methodologies in the “South”,Main Author,IED,Published,"Halai, A & Wiliam, D. (Eds.) (2011). Research Methodologies in South, Karachi, Pakistan: Oxford Press.",,csv,2025-08-15T06:24:28+00:00
493,16a05fbbd3ae899c066135f423fe3909,2022-04-23 00:00:00,Dylan Wiliam,Book,2011.0,Research methodologies in the “South”,Secondary Author,External,Published,"Halai, A & Wiliam, D. (Eds.) (2011). Research Methodologies in South, Karachi, Pakistan: Oxford Press.",,csv,2025-08-15T06:24:28+00:00
494,18544b4a6d987aab0ee658e8ce43cb76,2022-04-23 00:00:00,Jan-e-Alam Khaki,Book,2010.0,Educational Leadership in Pakistan: Ideals and Realities,Main Author,IED,Published,"Khaki, J.A. & Safdar, Q. (2010). Educational Leadership in Pakistan: Ideals and Realities,Oxford University Press",,csv,2025-08-15T06:24:28+00:00
495,8b7671d2f3b8a1cf060e707c17f07ef0,2022-04-23 00:00:00,Qamar Safdar,Book,2010.0,Educational Leadership in Pakistan: Ideals and Realities,Secondary Author,IED,Published,"Khaki, J.A. & Safdar, Q. (2010). Educational Leadership in Pakistan: Ideals and Realities,Oxford University Press",,csv,2025-08-15T06:24:28+00:00
496,3ad0c886a2c372dda7e1c1e3fc86fc0f,2022-04-23 00:00:00,Rashida Qureshi,Book,2009.0,Schools and Schooling Practices in Pakistan: Lessons for Policy and Practice,Main Author,IED,Published,"Qureshi, R. & Shamim, F. (Eds). (2009). Schools and Schooling Practices in Pakistan: Lessons for Policy and Practice Oxford University Press: Karachi",,csv,2025-08-15T06:24:28+00:00
497,3f95570a29454c4c4e8dfac1870d91d6,2022-04-23 00:00:00,Fauzia Shamim,Book,2009.0,Schools and Schooling Practices in Pakistan: Lessons for Policy and Practice,Secondary Author,External,Published,"Qureshi, R. & Shamim, F. (Eds). (2009). Schools and Schooling Practices in Pakistan: Lessons for Policy and Practice Oxford University Press: Karachi",,csv,2025-08-15T06:24:28+00:00
498,15b43f5678d705aa7eba15ef7a042ce5,2022-04-23 00:00:00,Ayesha Bashiruddin,Book,2008.0,Becoming a Teacher in the Developing World.,Main Author,IED,Published,"Bashiruddin, A. & Retallick, J. (Eds.) (2008). Becoming a Teacher in the Developing World. Karachi: AKU-IED",,csv,2025-08-15T06:24:28+00:00
499,85f021d9544be8343db139b9bad97bbc,2022-04-23 00:00:00,John Retallick,Book,2008.0,Becoming a Teacher in the Developing World.,Secondary Author,IED,Published,"Bashiruddin, A. & Retallick, J. (Eds.) (2008). Becoming a Teacher in the Developing World. Karachi: AKU-IED",,csv,2025-08-15T06:24:28+00:00
500,e4aa734051b3053cfef159db156bf70e,2022-04-23 00:00:00,Rashida Qureshi,Book,2007.0,Gender and Education in Pakistan.,Main Author,IED,Published,Qureshi R. & J. F. A. Rarieya (Eds.) (2007). Gender and Education in Pakistan. Oxford University Press: Karachi,,csv,2025-08-15T06:24:29+00:00
501,8b47c9b3d67490a9f8524b6fb2462c2e,2022-04-23 00:00:00,Jane F. A. Rarieya,Book,2007.0,Gender and Education in Pakistan.,Secondary Author,IED,Published,Qureshi R. & J. F. A. Rarieya (Eds.) (2007). Gender and Education in Pakistan. Oxford University Press: Karachi,,csv,2025-08-15T06:24:29+00:00
502,f0b1a03008b12a19915e8e2c13d1d45a,2022-04-23 00:00:00,Iffat Farah,Book,2006.0,Partnerships in Educational Development.,Main Author,IED,Published,"Farah, I. and Jawrski, B. (Eds.) (2006) Partnerships in Educational Development. UK: Symposium Books.",,csv,2025-08-15T06:24:29+00:00
503,4aafa0ae1d533701d80ead45290e441d,2022-04-23 00:00:00,Barbara Jaworski,Book,2006.0,Partnerships in Educational Development.,Secondary Author,IED,Published,"Farah, I. and Jawrski, B. (Eds.) (2006) Partnerships in Educational Development. UK: Symposium Books.",,csv,2025-08-15T06:24:29+00:00
504,61fd74d4c36e2995ca30a474b334befd,2022-04-23 00:00:00,John Retallick,Book,2005.0,Transforming Schools in Pakistan: Towards the Learning Community.,Main Author,IED,Published,"Retallick, J. & Farah, I. (Eds.). (2005). Transforming Schools in Pakistan: Towards the Learning Community. Oxford University Press: Karachi.",,csv,2025-08-15T06:24:29+00:00
505,9572a5d7c34b5518386cdab63cfa9780,2022-04-23 00:00:00,Iffat Farah,Book,2005.0,Transforming Schools in Pakistan: Towards the Learning Community.,Secondary Author,IED,Published,"Retallick, J. & Farah, I. (Eds.). (2005). Transforming Schools in Pakistan: Towards the Learning Community. Oxford University Press: Karachi.",,csv,2025-08-15T06:24:29+00:00
506,7aa647c24f68acd62572c47602ddff16,2022-04-25 00:00:00,Nosheen Ali,Article,2016.0,From Hallaj to Heer: Poetic knowledge and the Muslim tradition.,Main Author,IED,Published,"Ali, N. (2016). From Hallaj to Heer: Poetic knowledge and the Muslim tradition. Journal of Narrative Politics, 3(1), 2–26.",,csv,2025-08-15T06:24:29+00:00
507,b3441782532c8c5d2217f8f4808fa1a2,2022-04-25 00:00:00,Sajid Ali,Article,2016.0,Pakistan’s Educational Foresight and Alignment with the Education SDG,Main Author,IED,Published,"Ali, S. (2016). Pakistan’s educational foresight and alignment with the education SDG, Network for International Policies and Cooperation in Education and Training (NORRAG) News 54 special issue on ‘Education, Training and Agenda 2030: What Progress One Year On? pp. 57-58.",,csv,2025-08-15T06:24:29+00:00
508,451eaee5d900c4d3e7c15e3319dbf7e1,2022-04-25 00:00:00,Nahid Parween Anwar,Article,2016.0,Action research a tool to build capacity of teacher educators.,Main Author,IED,Published,"Anwar, N. P. (2016). Action research a tool to build capacity of teacher educators. Journal of Educational Research, 19(2), 105–116.",,csv,2025-08-15T06:24:29+00:00
